text,label,source,split,context,topic,masked_text,original_label
"“Are you going to do well in school, or are you going to succeed as a cadet?”",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,"MSK<1> Are MSK<0> going to do well in school , or are MSK<0> going to succeed as a cadet ? MSK<1>",false dilemma
"You let my sister pierce her ears when she was 11, so you should let me stay up until midnight.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"MSK<0> MSK<1> MSK<2> pierce MSK<2> ears when MSK<2> was 11 , so MSK<0> should MSK<1> coref2 stay up until midnight .",fallacy of logic
"I have served over 20 years in the military, and based on my professional opinion, I believe more money needs to be spent on protective armor and military vehicles.",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"MSK<0> have served over 20 years in the MSK<1> , and based on MSK<0> professional opinion , MSK<0> believe more money needs to be spent on protective armor and MSK<1> vehicles .",fallacy of credibility
You use support from someone who is a trustworthy expert.,fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,You use support from someone who is a trustworthy expert .,fallacy of credibility
"when evidence boils down to ""everybody's doing it, so it must be a good thing to do

""cuando la evidencia se reduce a ""todo el mundo lo está haciendo, por lo que debe ser algo bueno""",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,"when MSK<0> boils down to "" everybody 's doing MSK<0> , so MSK<0> must be a good thing to do "" MSK<2> MSK<2> evidencia se reduce a "" MSK<2> MSK<2> mundo MSK<1> está haciendo , por MSK<1> que debe ser algo bueno """,ad populum
My way of responding to difficult patients is by far the most ethical because no other way is so ethical and it is the only way that is completely ethical.,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,MSK<0> is by far the most MSK<1> because no other MSK<2> is so MSK<1> and MSK<0> is the only MSK<2> that is completely MSK<1> .,circular reasoning
"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"Most of MSK<0> testimony about the defendant was the opposite of what MSK<0> actually believe but MSK<0> 'll bet there 's no expert witness who has always told the truth from the time MSK<1> were old enough to talk , so MSK<0> 'm no less honest than MSK<1> are .",faulty generalization
A lion is a cat and cats are good pets so a lion must be a good pet.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,MSK<0> is a MSK<1> and MSK<1> are MSK<2> MSK<1> so MSK<0> must be a MSK<2> MSK<1> .,faulty generalization
"Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history.",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,"Thanks to her enduring popularity with employees , MSK<0> is the best - liked CEO in MSK<0> company 's history .",circular reasoning
You can tell that guy's Mexican - he's wearing a sombrero.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,You can tell that guy 's Mexican - he 's wearing a sombrero .,faulty generalization
4 percent of Americans believe that lizard people control politics.,other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,4 percent of Americans believe that lizard people control politics .,intentional
Children who play violent video games act more violently than those who don’t.,other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,Children who play violent video games act more violently than those who do n’t .,false causality
"""All my friends are doing a low carb diet. That must be the only way to lose weight."" Mentioned Murtaza",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,""" All my friends are doing a low carb MSK<0> . That must be the only way to MSK<0> MSK<0> . "" Mentioned Murtaza",ad populum
"Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.Example #3:
Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"MSK<5> is not MSK<0> . Oxygen is not MSK<0> . Therefore , water ( MSK<5> ) is not MSK<0> # 3 : MSK<1> is made of MSK<2> . MSK<2> are not the MSK<3> of MSK<4> . Therefore , MSK<1> can not be the MSK<3> of MSK<4> .",faulty generalization
"Cathy is opposed to social media because she would rather have a face-to-face conversation. However, more and more of Cathy's friends have joined social media sites, so Cathy feels like she needs to create an account as well.",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,"MSK<0> is opposed to MSK<2> because MSK<0> would rather have a MSK<3> - to - MSK<3> conversation . However , more and more of MSK<0> friends have joined MSK<2> sites , so MSK<0> feels like MSK<0> needs to create an account as well .",ad populum
